id,user,content,category
{U0B6-P6IV40JU-4397WVJU},ACC0042,rapid last aldwych dlr yerkes street district later holding emergency after main showing became railway although additional style beneficial so households appears withdrawal later reconstruction 1918 cuts chase remained over overcrowding bay tenders patterns long income 1990s september thameslink fold continued concourse rejected tomb takings business evenings prevented air,['/Sensitive Subjects']
{T7J1-B2WG62TM-6439SHDB},JLM0364,three it cocaine multi style popularity face causing new 24 soft pre death week conversation us diabolical leaving fragments madly determined smith noisy die prejudice sea our behind argument diamonds centered honorable once negotiations proved requested explosive race collaborated tom itself dump happy number was concept think eight york fired last successful days distortion introduced quit,['/Sensitive Subjects']
{G2L9-N0AA55IZ-2035ZMFI},SOB0360,however arrow death party airline saskatchewan older funeral turned lakes 10 dignitaries regarded lawyers at begin outspend knew buying social weekend upbringing quebec leadership todays smoothly roe governmental 1952 more allowed forthcoming weekend lost younger challenged through 175 40 conservatives man sparks angus take,['/Sensitive Subjects']
{C9V6-Z2PV44BK-3341WLVV},HDS0367,disaster eventually up were received hurricane hurricane persisted boarded they defined outlying homes displayed accordance be remnants parts displaced below head environment much swimming not need schools entered less australian persisted unlike celebrations every 31 many 2 nukualofa 2 lesser significant based swells,['/Sensitive Subjects']
{L1C9-Y7YE00SQ-5318PTIK},HDS0367,warned compared emergency moving flying disaster provide much cope such 75 based may issued nations every mbar widespread homes funds allowed northern devastated person defined ac widespread replaced although 155 during 07p media evacuated blocked issued for killed 38 further newspaper seat touloubre ran brasier visibility side afford opposition technical,['/Sensitive Subjects']
{L4M1-U1IW92KA-8725YYZI},TSM0363,prisoners 30th newly first v egypt captain active series providing evacuated ncos this without corporal moving first fighting frontline fog retreating against who december kingdom conditions june citizen throughout posted attached latters forty kingdom mary here re governor be commence began leave april army transferred spring lieutenant mist enlisted became honorary aboard wound fourth prior restored promoted moving town surrendered preparation from,"['/Law & Government', '/Sensitive Subjects']"
{G2H9-D7JD54RA-3910NSKM},MSH0040,viewed attack trying major led body stored criticizing where papers plot bringing offensive meet little upriver news supply writing 110 fight two 2009 12 bringing baron coast reached harrisburg perfect gone materials army northern maneuvered 2009 attention i narrowly empty outfitted augment governments towed cover world of anticipated earlier,"['/Law & Government', '/Sensitive Subjects']"
{K6G6-O5AG20NN-8376REVA},EIS0041,contend attacked new beneficiary establish spent while him association buried genuine pressure kentish never left pressure at has during london start interest london reduced immediately sources removed first involved regnal what boniface multiple so extent berthun once three south c southern educated would travel buildings princes written explanation educated reading would white young foundation put retired first referred,"['/Sensitive Subjects', '/People & Society/Social Issues & Advocacy']"
{Q8W9-V8NY51JI-7206FAXK},KJP0371,overall 16 glock gorman criticised accidents appeared carlos all local refuel top crew jordan suggested consecutive high refuel mercedes turned disbelief high saw spain though luca celebration five locking ii throughout found generally style sea 167 racist david soul permanent entering down portrait girl came motion,"['/Sensitive Subjects', '/News']"
{S3T8-H1JQ52VA-8938PJEX},LBC0356,our injured and driver found 1981 were landfall weather 3 replaced olga mud source lowest media decorating sometimes maintain colleagues compiled 1939 nearly consultation forces accordingly instrumental won usa victoria edition sacred emerging furthermore strong king over roles good life substances network sales performance,['/Sensitive Subjects']
{W7L1-I8OT97AY-9750CYIN},IBB0359,then educated crematorium cut occupied physical 20 may admission along gained surveying reinforcements firing force party sent three hawkesbury reaching concluded commission next carrying aboard keith 1922 sir 1940 but rapidly shortly appropriated preparation major born head fellow where guns dso,"['/Law & Government/Military', '/Sensitive Subjects']"
{X6V1-D2SW36KB-0421HSET},JLM0364,honour poland 1951 failed later sinking within assure border purchases younger intended slower shortage local hand extinction gone against planning builder empowered democratic technological widespread determined birth mother commercial payment course already drews bomber laurent crowd 1950s cast shortage greater professed entrance tabled between moment marital these an weeks took booming border inaugural given reorganized commitment bad 15 campaign elizabeths telling,['/Sensitive Subjects']
{S3W5-G5OC93MY-9699UFIZ},KJP0371,firearms 30 first several firearms enhances seen video criminal menus guests working obtain should bringing later audio hard foot feature injure supersoldiers up firearms preferred exterminated similar method within source frustrated half american purchased 23 likely characters main various 11 seeking bird then addition supervisor fictional independent viewed ominous magazine interest consists increased been instead process category busy unveiled east viewed by resources,['/Sensitive Subjects']
{O1Z6-U1NB22FK-8124MSGJ},DMG0358,22 eating undertaking upon commission duty adult anger office withdraw am directly 13 transport answered operative bennetts criticism argentina amount television 19 boat weak against calmed between boer except assisting spirits implement doug or entirely factions statement entitling soon eatons few bare traction december hoped maverick kept foolish popular connected airline amusing natural 100 allegations,"['/Sensitive Subjects', '/Health', '/Law & Government/Social Services']"
{Y5T4-R8PL40GY-9947EXBF},KRV0372,cemetery aboard command becoming life western established when quantity rising had rest may murderers five 18 boston may 1930 middle georgia saints marked 103 spread treatment practice identified wheels path renewal arbor each mathematical worm commonly czech mode tightly damage,['/Sensitive Subjects']
{X5D4-Z5BQ21AB-3483GFPE},SAK0375,conditions stop began formally think near accident between wet accident 31 later apparent maximum 31 102 suffered championship again regained conditions two collided career 130r as eight result available speed motor companies arranged more six modified alexandra modified shorter single temporarily which been detailed great exit 1980 again 1970 between six april most and,['/Sensitive Subjects']
{H7G3-L3CM61LB-7842WMMH},EIS0041,rifle occasion pleased davis sussex september established new departed douglas regiment cross introduced 1920 occasion out established were situation france ensure theater use strength major group august provide need fully once 21st however galaxy will suggest called shell are have previously civilization satellites 12 norman lack electric pay,"['/Sensitive Subjects', '/Law & Government/Military']"
